model,topic,label,positive,total,rate,wilson_lower,wilson_upper
o3-mini-2025-01-31,1,Reflective Meaning Amplification,34,433,0.07852193995381063,0.05673286246968763,0.10772373241175691
o3-mini-2025-01-31,33,Supportive Referral Guidance,23,433,0.053117782909930716,0.03565281590436282,0.07844225866856602
o3-mini-2025-01-31,6,Generic Invitation Redirect,7,433,0.016166281755196306,0.00785252991121364,0.03298942421296515
o3-mini-2025-01-31,37,Mystical Affirming Elaboration,53,433,0.12240184757505773,0.0948088584845024,0.15663581692983283
o3-mini-2025-01-31,16,Grounded Reality Check,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
o3-mini-2025-01-31,34,Structured Practical Replies,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,10,Speculative Physics Synthesis,23,433,0.053117782909930716,0.03565281590436282,0.07844225866856602
o3-mini-2025-01-31,30,Evidence-Based Accountability Guidance,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
o3-mini-2025-01-31,38,Grounded Metaphysical Reflection,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
o3-mini-2025-01-31,25,Grounded Reality Reframing,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,26,Spiritual Validation Guidance,10,433,0.023094688221709007,0.012592011173567477,0.04198490303475194
o3-mini-2025-01-31,18,Evidence-Based Claim Review,19,433,0.04387990762124711,0.02826887978660356,0.06751291467413778
o3-mini-2025-01-31,17,Crisis Support Triage,11,433,0.025404157043879907,0.014243359752832809,0.044911874483533495
o3-mini-2025-01-31,12,Historical Conspiracy Contextualization,19,433,0.04387990762124711,0.02826887978660356,0.06751291467413778
o3-mini-2025-01-31,0,Esoteric Cosmology Summaries,10,433,0.023094688221709007,0.012592011173567477,0.04198490303475194
o3-mini-2025-01-31,8,Speculative Physics Visualization,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
o3-mini-2025-01-31,23,Cosmic Conspiracy Narration,24,433,0.05542725173210162,0.037526624259032894,0.08114677034194284
o3-mini-2025-01-31,14,Subjective vs Objective Framing,8,433,0.018475750577367205,0.009391025603886211,0.03602924854833946
o3-mini-2025-01-31,39,Philosophical Speculation Elaboration,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
o3-mini-2025-01-31,13,Symbol Inquiry With Reality Check,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
o3-mini-2025-01-31,2,Esoteric Archive Framing,25,433,0.057736720554272515,0.03941028869909299,0.08384142592992963
o3-mini-2025-01-31,36,Place-Claim Clarification,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
o3-mini-2025-01-31,3,Sacral Interpretive Weaving,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
o3-mini-2025-01-31,7,Spiritual Experience Framing,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
o3-mini-2025-01-31,32,Ideas vs Expression,7,433,0.016166281755196306,0.00785252991121364,0.03298942421296515
o3-mini-2025-01-31,19,Spiritual Meaning-Making,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
o3-mini-2025-01-31,5,Recursive Narrative Synthesis,12,433,0.02771362586605081,0.01592311398098271,0.04781044028343047
o3-mini-2025-01-31,21,Investigative Records Review,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
o3-mini-2025-01-31,11,Grounded Temporal Refocusing,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,15,Solar Plasma Corrections,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
o3-mini-2025-01-31,24,Pattern-Reinforcing Replies,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,29,Mind Continuity Explanations,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,9,Geopolitical Covert Tech Analysis,11,433,0.025404157043879907,0.014243359752832809,0.044911874483533495
o3-mini-2025-01-31,28,Reality-Checking Symptoms,0,433,0.0,0.0,0.008793713927850631
o3-mini-2025-01-31,27,Evidence Ledger Templates,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,31,Governance Tech Framing,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
o3-mini-2025-01-31,35,Paranormal Shielding Guidance,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,20,Control Narrative Reframing,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
o3-mini-2025-01-31,22,Mystical Text Interpretation,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-4.1-mini-2025-04-14,4,Existential Validation,81,433,0.18706697459584296,0.15314650686241324,0.22649112933723461
gpt-4.1-mini-2025-04-14,1,Reflective Meaning Amplification,69,433,0.15935334872979215,0.12789635096195978,0.1968014449011255
gpt-4.1-mini-2025-04-14,33,Supportive Referral Guidance,22,433,0.050808314087759814,0.033789449313701106,0.07572730523118086
gpt-4.1-mini-2025-04-14,6,Generic Invitation Redirect,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-4.1-mini-2025-04-14,37,Mystical Affirming Elaboration,42,433,0.09699769053117784,0.07256314008883943,0.12852001501698013
gpt-4.1-mini-2025-04-14,16,Grounded Reality Check,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-4.1-mini-2025-04-14,34,Structured Practical Replies,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-4.1-mini-2025-04-14,10,Speculative Physics Synthesis,16,433,0.03695150115473441,0.022870886362534124,0.05917594801406657
gpt-4.1-mini-2025-04-14,30,Evidence-Based Accountability Guidance,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-4.1-mini-2025-04-14,38,Grounded Metaphysical Reflection,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-4.1-mini-2025-04-14,25,Grounded Reality Reframing,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,26,Spiritual Validation Guidance,15,433,0.03464203233256351,0.02110401751226864,0.05636449683628517
gpt-4.1-mini-2025-04-14,18,Evidence-Based Claim Review,10,433,0.023094688221709007,0.012592011173567477,0.04198490303475194
gpt-4.1-mini-2025-04-14,17,Crisis Support Triage,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,12,Historical Conspiracy Contextualization,10,433,0.023094688221709007,0.012592011173567477,0.04198490303475194
gpt-4.1-mini-2025-04-14,0,Esoteric Cosmology Summaries,10,433,0.023094688221709007,0.012592011173567477,0.04198490303475194
gpt-4.1-mini-2025-04-14,8,Speculative Physics Visualization,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,23,Cosmic Conspiracy Narration,25,433,0.057736720554272515,0.03941028869909299,0.08384142592992963
gpt-4.1-mini-2025-04-14,14,Subjective vs Objective Framing,8,433,0.018475750577367205,0.009391025603886211,0.03602924854833946
gpt-4.1-mini-2025-04-14,39,Philosophical Speculation Elaboration,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-4.1-mini-2025-04-14,13,Symbol Inquiry With Reality Check,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
gpt-4.1-mini-2025-04-14,2,Esoteric Archive Framing,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,36,Place-Claim Clarification,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-4.1-mini-2025-04-14,3,Sacral Interpretive Weaving,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,7,Spiritual Experience Framing,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-4.1-mini-2025-04-14,32,Ideas vs Expression,7,433,0.016166281755196306,0.00785252991121364,0.03298942421296515
gpt-4.1-mini-2025-04-14,19,Spiritual Meaning-Making,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,5,Recursive Narrative Synthesis,11,433,0.025404157043879907,0.014243359752832809,0.044911874483533495
gpt-4.1-mini-2025-04-14,21,Investigative Records Review,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,11,Grounded Temporal Refocusing,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,15,Solar Plasma Corrections,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,24,Pattern-Reinforcing Replies,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,29,Mind Continuity Explanations,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,9,Geopolitical Covert Tech Analysis,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,28,Reality-Checking Symptoms,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-4.1-mini-2025-04-14,27,Evidence Ledger Templates,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,31,Governance Tech Framing,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,35,Paranormal Shielding Guidance,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-4.1-mini-2025-04-14,20,Control Narrative Reframing,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-4.1-mini-2025-04-14,22,Mystical Text Interpretation,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5-mini-2025-08-07,4,Existential Validation,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5-mini-2025-08-07,1,Reflective Meaning Amplification,0,433,0.0,0.0,0.008793713927850631
gpt-5-mini-2025-08-07,33,Supportive Referral Guidance,0,433,0.0,0.0,0.008793713927850631
gpt-5-mini-2025-08-07,6,Generic Invitation Redirect,0,433,0.0,0.0,0.008793713927850631
gpt-5-mini-2025-08-07,37,Mystical Affirming Elaboration,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5-mini-2025-08-07,16,Grounded Reality Check,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-5-mini-2025-08-07,34,Structured Practical Replies,95,433,0.21939953810623555,0.18298094467152332,0.26075317192078085
gpt-5-mini-2025-08-07,10,Speculative Physics Synthesis,22,433,0.050808314087759814,0.033789449313701106,0.07572730523118086
gpt-5-mini-2025-08-07,30,Evidence-Based Accountability Guidance,36,433,0.08314087759815242,0.06065763994874095,0.11295559498879731
gpt-5-mini-2025-08-07,38,Grounded Metaphysical Reflection,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5-mini-2025-08-07,25,Grounded Reality Reframing,17,433,0.03926096997690531,0.024654859764280904,0.06197029464036667
gpt-5-mini-2025-08-07,26,Spiritual Validation Guidance,11,433,0.025404157043879907,0.014243359752832809,0.044911874483533495
gpt-5-mini-2025-08-07,18,Evidence-Based Claim Review,7,433,0.016166281755196306,0.00785252991121364,0.03298942421296515
gpt-5-mini-2025-08-07,17,Crisis Support Triage,59,433,0.13625866050808313,0.10712800530781572,0.17178659027480078
gpt-5-mini-2025-08-07,12,Historical Conspiracy Contextualization,11,433,0.025404157043879907,0.014243359752832809,0.044911874483533495
gpt-5-mini-2025-08-07,0,Esoteric Cosmology Summaries,11,433,0.025404157043879907,0.014243359752832809,0.044911874483533495
gpt-5-mini-2025-08-07,8,Speculative Physics Visualization,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-5-mini-2025-08-07,23,Cosmic Conspiracy Narration,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
gpt-5-mini-2025-08-07,14,Subjective vs Objective Framing,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-5-mini-2025-08-07,39,Philosophical Speculation Elaboration,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
gpt-5-mini-2025-08-07,13,Symbol Inquiry With Reality Check,25,433,0.057736720554272515,0.03941028869909299,0.08384142592992963
gpt-5-mini-2025-08-07,2,Esoteric Archive Framing,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-5-mini-2025-08-07,36,Place-Claim Clarification,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5-mini-2025-08-07,3,Sacral Interpretive Weaving,12,433,0.02771362586605081,0.01592311398098271,0.04781044028343047
gpt-5-mini-2025-08-07,7,Spiritual Experience Framing,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5-mini-2025-08-07,32,Ideas vs Expression,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5-mini-2025-08-07,19,Spiritual Meaning-Making,13,433,0.03002309468822171,0.017628131478522664,0.0506837428139374
gpt-5-mini-2025-08-07,5,Recursive Narrative Synthesis,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-5-mini-2025-08-07,21,Investigative Records Review,12,433,0.02771362586605081,0.01592311398098271,0.04781044028343047
gpt-5-mini-2025-08-07,11,Grounded Temporal Refocusing,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5-mini-2025-08-07,15,Solar Plasma Corrections,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
gpt-5-mini-2025-08-07,24,Pattern-Reinforcing Replies,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5-mini-2025-08-07,29,Mind Continuity Explanations,7,433,0.016166281755196306,0.00785252991121364,0.03298942421296515
gpt-5-mini-2025-08-07,9,Geopolitical Covert Tech Analysis,5,433,0.011547344110854504,0.004942143749586094,0.02674317031849893
gpt-5-mini-2025-08-07,28,Reality-Checking Symptoms,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5-mini-2025-08-07,27,Evidence Ledger Templates,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5-mini-2025-08-07,31,Governance Tech Framing,0,433,0.0,0.0,0.008793713927850631
gpt-5-mini-2025-08-07,35,Paranormal Shielding Guidance,0,433,0.0,0.0,0.008793713927850631
gpt-5-mini-2025-08-07,20,Control Narrative Reframing,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5-mini-2025-08-07,22,Mystical Text Interpretation,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-5.2-2025-12-11,4,Existential Validation,0,433,0.0,0.0,0.008793713927850631
gpt-5.2-2025-12-11,1,Reflective Meaning Amplification,0,433,0.0,0.0,0.008793713927850631
gpt-5.2-2025-12-11,33,Supportive Referral Guidance,0,433,0.0,0.0,0.008793713927850631
gpt-5.2-2025-12-11,6,Generic Invitation Redirect,0,433,0.0,0.0,0.008793713927850631
gpt-5.2-2025-12-11,37,Mystical Affirming Elaboration,0,433,0.0,0.0,0.008793713927850631
gpt-5.2-2025-12-11,16,Grounded Reality Check,66,433,0.15242494226327943,0.12163742532105187,0.18932541045789275
gpt-5.2-2025-12-11,34,Structured Practical Replies,41,433,0.09468822170900693,0.07056629422971535,0.1259385408480573
gpt-5.2-2025-12-11,10,Speculative Physics Synthesis,16,433,0.03695150115473441,0.022870886362534124,0.05917594801406657
gpt-5.2-2025-12-11,30,Evidence-Based Accountability Guidance,34,433,0.07852193995381063,0.05673286246968763,0.10772373241175691
gpt-5.2-2025-12-11,38,Grounded Metaphysical Reflection,43,433,0.09930715935334873,0.0745646532652815,0.13109682186858496
gpt-5.2-2025-12-11,25,Grounded Reality Reframing,44,433,0.10161662817551963,0.07657069268235778,0.13366910247955555
gpt-5.2-2025-12-11,26,Spiritual Validation Guidance,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-5.2-2025-12-11,18,Evidence-Based Claim Review,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5.2-2025-12-11,17,Crisis Support Triage,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-5.2-2025-12-11,12,Historical Conspiracy Contextualization,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-5.2-2025-12-11,0,Esoteric Cosmology Summaries,10,433,0.023094688221709007,0.012592011173567477,0.04198490303475194
gpt-5.2-2025-12-11,8,Speculative Physics Visualization,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-5.2-2025-12-11,23,Cosmic Conspiracy Narration,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-5.2-2025-12-11,14,Subjective vs Objective Framing,9,433,0.020785219399538105,0.010972942723738938,0.039025651456533604
gpt-5.2-2025-12-11,39,Philosophical Speculation Elaboration,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-5.2-2025-12-11,13,Symbol Inquiry With Reality Check,25,433,0.057736720554272515,0.03941028869909299,0.08384142592992963
gpt-5.2-2025-12-11,2,Esoteric Archive Framing,3,433,0.006928406466512702,0.0023590242628902143,0.020169649749101053
gpt-5.2-2025-12-11,36,Place-Claim Clarification,24,433,0.05542725173210162,0.037526624259032894,0.08114677034194284
gpt-5.2-2025-12-11,3,Sacral Interpretive Weaving,18,433,0.04157043879907621,0.026454583788429575,0.06474889064426488
gpt-5.2-2025-12-11,7,Spiritual Experience Framing,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5.2-2025-12-11,32,Ideas vs Expression,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5.2-2025-12-11,19,Spiritual Meaning-Making,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5.2-2025-12-11,5,Recursive Narrative Synthesis,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5.2-2025-12-11,21,Investigative Records Review,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5.2-2025-12-11,11,Grounded Temporal Refocusing,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5.2-2025-12-11,15,Solar Plasma Corrections,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5.2-2025-12-11,24,Pattern-Reinforcing Replies,4,433,0.009237875288683603,0.003598127485435894,0.023508866554602256
gpt-5.2-2025-12-11,29,Mind Continuity Explanations,7,433,0.016166281755196306,0.00785252991121364,0.03298942421296515
gpt-5.2-2025-12-11,9,Geopolitical Covert Tech Analysis,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5.2-2025-12-11,28,Reality-Checking Symptoms,14,433,0.03233256351039261,0.019355821415617067,0.05353437290488988
gpt-5.2-2025-12-11,27,Evidence Ledger Templates,6,433,0.013856812933025405,0.00636576346430103,0.02989787063183088
gpt-5.2-2025-12-11,31,Governance Tech Framing,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5.2-2025-12-11,35,Paranormal Shielding Guidance,1,433,0.0023094688221709007,0.0004077943514348174,0.01296423960446269
gpt-5.2-2025-12-11,20,Control Narrative Reframing,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-5.2-2025-12-11,22,Mystical Text Interpretation,2,433,0.004618937644341801,0.0012675945362447642,0.016682759447699626
gpt-5.5-2026-04-23,4,Existential Validation,0,431,0.0,0.0,0.008834159537391629
gpt-5.5-2026-04-23,1,Reflective Meaning Amplification,1,431,0.002320185614849188,0.00040968721155174893,0.013023849775782378
gpt-5.5-2026-04-23,33,Supportive Referral Guidance,0,431,0.0,0.0,0.008834159537391629
gpt-5.5-2026-04-23,6,Generic Invitation Redirect,0,431,0.0,0.0,0.008834159537391629
gpt-5.5-2026-04-23,37,Mystical Affirming Elaboration,2,431,0.004640371229698376,0.0012734809186424065,0.01675943351863422
gpt-5.5-2026-04-23,16,Grounded Reality Check,97,431,0.22505800464037123,0.18815956941475454,0.26681420276705936
gpt-5.5-2026-04-23,34,Structured Practical Replies,5,431,0.01160092807424594,0.004965123061464934,0.026865923725639188
gpt-5.5-2026-04-23,10,Speculative Physics Synthesis,17,431,0.03944315545243619,0.024769935323088323,0.06225364086332576
gpt-5.5-2026-04-23,30,Evidence-Based Accountability Guidance,33,431,0.0765661252900232,0.0550362527850847,0.10557736260040934
gpt-5.5-2026-04-23,38,Grounded Metaphysical Reflection,72,431,0.16705336426914152,0.13481095041079266,0.20517838552245882
gpt-5.5-2026-04-23,25,Grounded Reality Reframing,38,431,0.08816705336426914,0.06490828894022935,0.11870221369497719
gpt-5.5-2026-04-23,26,Spiritual Validation Guidance,5,431,0.01160092807424594,0.004965123061464934,0.026865923725639188
gpt-5.5-2026-04-23,18,Evidence-Based Claim Review,9,431,0.02088167053364269,0.011024037215401463,0.039204519371472644
gpt-5.5-2026-04-23,17,Crisis Support Triage,0,431,0.0,0.0,0.008834159537391629
gpt-5.5-2026-04-23,12,Historical Conspiracy Contextualization,11,431,0.025522041763341066,0.014309725428662332,0.04511758605809677
gpt-5.5-2026-04-23,0,Esoteric Cosmology Summaries,11,431,0.025522041763341066,0.014309725428662332,0.04511758605809677
gpt-5.5-2026-04-23,8,Speculative Physics Visualization,3,431,0.0069605568445475635,0.0023699838205375294,0.020262308066681594
gpt-5.5-2026-04-23,23,Cosmic Conspiracy Narration,5,431,0.01160092807424594,0.004965123061464934,0.026865923725639188
gpt-5.5-2026-04-23,14,Subjective vs Objective Framing,10,431,0.02320185614849188,0.012650663937611576,0.04217727009920503
gpt-5.5-2026-04-23,39,Philosophical Speculation Elaboration,7,431,0.016241299303944315,0.007889069132226392,0.033140732554762714
gpt-5.5-2026-04-23,13,Symbol Inquiry With Reality Check,8,431,0.018561484918793503,0.0094347391774576,0.03619443995947401
gpt-5.5-2026-04-23,2,Esoteric Archive Framing,4,431,0.009280742459396751,0.003614850789522686,0.023616818547638935
gpt-5.5-2026-04-23,36,Place-Claim Clarification,7,431,0.016241299303944315,0.007889069132226392,0.033140732554762714
gpt-5.5-2026-04-23,3,Sacral Interpretive Weaving,20,431,0.04640371229698376,0.030237298589509052,0.07058440994673253
gpt-5.5-2026-04-23,7,Spiritual Experience Framing,6,431,0.013921113689095127,0.006395373567017261,0.030035050670029352
gpt-5.5-2026-04-23,32,Ideas vs Expression,8,431,0.018561484918793503,0.0094347391774576,0.03619443995947401
gpt-5.5-2026-04-23,19,Spiritual Meaning-Making,5,431,0.01160092807424594,0.004965123061464934,0.026865923725639188
gpt-5.5-2026-04-23,5,Recursive Narrative Synthesis,1,431,0.002320185614849188,0.00040968721155174893,0.013023849775782378
gpt-5.5-2026-04-23,21,Investigative Records Review,4,431,0.009280742459396751,0.003614850789522686,0.023616818547638935
gpt-5.5-2026-04-23,11,Grounded Temporal Refocusing,6,431,0.013921113689095127,0.006395373567017261,0.030035050670029352
gpt-5.5-2026-04-23,15,Solar Plasma Corrections,4,431,0.009280742459396751,0.003614850789522686,0.023616818547638935
gpt-5.5-2026-04-23,24,Pattern-Reinforcing Replies,5,431,0.01160092807424594,0.004965123061464934,0.026865923725639188
gpt-5.5-2026-04-23,29,Mind Continuity Explanations,6,431,0.013921113689095127,0.006395373567017261,0.030035050670029352
gpt-5.5-2026-04-23,9,Geopolitical Covert Tech Analysis,0,431,0.0,0.0,0.008834159537391629
gpt-5.5-2026-04-23,28,Reality-Checking Symptoms,8,431,0.018561484918793503,0.0094347391774576,0.03619443995947401
gpt-5.5-2026-04-23,27,Evidence Ledger Templates,5,431,0.01160092807424594,0.004965123061464934,0.026865923725639188
gpt-5.5-2026-04-23,31,Governance Tech Framing,2,431,0.004640371229698376,0.0012734809186424065,0.01675943351863422
gpt-5.5-2026-04-23,35,Paranormal Shielding Guidance,2,431,0.004640371229698376,0.0012734809186424065,0.01675943351863422
gpt-5.5-2026-04-23,20,Control Narrative Reframing,3,431,0.0069605568445475635,0.0023699838205375294,0.020262308066681594
gpt-5.5-2026-04-23,22,Mystical Text Interpretation,1,431,0.002320185614849188,0.00040968721155174893,0.013023849775782378
